22.114,21.915,20.779,22.096,22.136,20.901,20.839,20.936,21.744,21.915,21.877,22.07,22.141,20.796,22.07,22.034,22.136,22.38,22.202,20.898,22.033,22.096,20.891,20.607,21.764,21.693,21.692,21.7,21.497,21.998,21.994,21.697,21.608,21.697,21.761,22.034,21.604,21.731,21.874,20.335,21.918,21.581,21.812,20.485,22.245,21.082,21.662,20.898,22.241,22.245,22.202,22.096,21.167,22.037,22.245,22.07,22.042,22.202,21.824,21.67,21.914,22.001,22.114,21.762,22.389,21.821,22.389,20.933,22.118,21.849,22.034,21.815,20.686,22.07,21.997,21.896,22.034,20.607,22.043,21.878,21.696,21.896,20.832,21.981,22.279,21.149,22.096,22.042,22.141,22.144,22.024,21.915,21.802,21.802,20.731,20.731,22.034,20.804,20.8,20.886,22.038,22.054,18.884,19.102,18.809,20.731,19.074,19.19,18.085,21.696,21.735,22.141,20.524,21.896,20.645,21.868,22.06,21.744,21.811,22.043,20.976,22.033,20.831,20.686,20.925,22.104,20.933,21.657,21.896,21.272,20.803,22.205,22.248,22.034,20.637,20.499,21.834,21.736,20.788,21.731,21.663,20.332,20.719,21.735,20.898,22.07,21.811,20.835,21.233,22.249,20.886,22.07,20.98,20.886,22.034,20.731,20.898,21.693,21.735,22.205,20.779,22.245,20.886,21.29,22.033,20.839,21.878,21.731,21.812,21.745,20.694,22.03,21.7,21.735,21.608,21.664,21.736,22.052,21.696,20.697,20.506,21.735,20.889,20.898,21.878,21.849,22.202,20.607,20.803,22.037,20.886,22.07,22.043,20.98,21.664,21.915,21.501,21.847,21.811,22.384,22.034,22.245,22.114,20.531,22.205,22.202,20.933,20.791,20.839,21.807,22.07,21.611,19.085,17.52,18.805,21.815,20.506,22.097,20.647,21.893,20.731
23.192,21.486,23.673,23.115,22.376,22.838,18.908,20.609,23.81,24.205,21.696,25.251,21.455,20.498,23.171,23.381,22.029,22.942,22.202,22.309,23.718,22.372,20.926,22.767,21.101,21.4,22.111,21.333,21.497,21.487,21.493,24.112,22.28,22.07,21.197,23.816,22.039,21.283,21.846,20.186,21.67,21.49,22.034,23.534,22.876,22.249,23.357,20.839,23.514,23.845,24.583,25.129,22.648,24.3,21.696,24.888,24.48,23.645,21.459,23.345,24.642,23.345,24.745,21.995,23.569,23.199,23.274,20.779,21.738,21.735,23.08,21.407,20.972,21.896,25.08,21.735,22.608,20.335,21.998,24.356,21.666,23.001,22.276,21.795,21.403,21.748,22.042,23.644,24.759,21.738,23.924,21.998,24.613,22.025,21.882,18.908,23.342,23.285,21.33,22.939,23.377,23.918,17.233,21.819,22.379,20.933,21.732,22.822,20.258,21.577,19.826,21.277,22.093,24.779,20.375,23.372,23.414,21.496,23.199,21.764,22.48,21.647,20.498,20.26,21.892,24.864,20.335,23.199,23.281,22.368,22.392,23.495,22.392,25.107,20.433,19.048,24.056,22.025,21.736,23.566,24.223,20.528,21.989,23.585,18.815,24.249,22.867,21.85,20.895,21.815,22.074,24.481,20.073,22.736,24.413,21.815,21.104,23.515,24.888,21.738,22.483,21.33,21.67,23.522,24.774,21.825,23.178,23.812,23.179,21.916,18.397,21.731,23.084,23.234,19.926,23.379,24.112,21.569,21.341,20.378,20.059,23.066,23.499,20.933,24.111,23.512,23.492,20.803,20.979,23.598,23.649,23.171,23.275,20.335,24.704,23.537,21.612,22.243,23.171,22.325,21.878,23.518,21.329,22.836,22.579,21.821,20.531,21.247,23.522,23.565,22.034,24.778,24.354,20.073,22.841,24.214,20.06,24.049,20.338,21.337,21.105
22.141,21.287,22.851,22.07,23.025,20.495,22.828,21.173,23.254,22.891,23.381,21.696,21.167,21.4,22.824,23.846,23.166,23.518,23.341,21.115,23.7,23.669,22.318,21.768,21.341,24.347,22.729,23.332,23.116,24.775,20.972,24.228,19.51,22.203,23.077,21.667,22.813,24.663,22.057,20.98,23.648,21.699,22.671,22.565,19.59,20.731,22.451,20.531,23.514,22.034,23.066,21.666,24.003,24.3,24.622,22.372,21.1,23.115,23.083,24.586,23.414,23.277,21.666,23.567,21.486,23.171,22.943,20.644,24.51,23.816,22.6,21.489,20.26,23.414,23.178,22.202,23.905,21.49,21.657,21.486,21.577,24.507,21.653,22.716,25.111,23.257,22.033,20.055,21.849,21.499,24.346,21.496,23.189,21.726,22.895,18.908,24.466,20.887,21.998,22.118,23.167,25.13,22.548,21.664,22.379,20.644,23.053,23.064,19.098,24.205,24.696,23.199,20.6,22.936,21.344,24.75,24.859,21.696,23.233,22.322,22.48,21.868,18.807,23.696,21.74,21.886,20.335,23.178,24.779,20.972,24.052,22.894,21.918,22.202,20.524,21.574,22.529,21.648,18.657,21.818,19.922,23.652,22.237,24.573,20.531,22.733,24.633,20.835,21.456,22.887,22.074,21.666,18.738,23.722,22.372,20.531,20.607,22.573,23.7,22.458,22.206,23.447,20.268,23.704,23.613,21.611,23.645,24.828,21.497,21.487,21.816,19.803,21.344,24.398,22.936,23.063,19.511,23.183,21.696,20.534,21.204,24.206,22.147,21.204,21.287,21.496,21.997,22.385,23.908,21.49,21.611,23.328,24.254,20.335,24.704,22.245,21.661,24.001,21.244,23.391,21.878,21.496,24.46,21.853,21.67,21.914,21.171,20.779,22.85,23.194,22.034,24.053,19.88,20.226,21.49,24.209,20.506,22.825,21.903,21.337,22.002
21.696,21.812,21.171,23.361,23.025,20.337,22.483,21.663,22.114,24.873,19.836,21.849,21.997,20.973,21.812,23.846,21.759,21.695,24.481,20.375,23.065,21.577,20.328,23.005,22.885,23.61,21.197,21.815,21.244,23.199,24.478,21.341,21.33,22.07,19.818,21.608,21.846,21.574,22.242,20.186,23.345,21.247,21.486,23.384,22.447,20.171,24.106,20.531,22.54,21.666,23.281,21.455,20.603,20.226,23.644,22.034,25.106,23.669,22.611,21.581,21.821,21.738,22.389,19.03,23.569,24.227,23.569,23.598,22.001,23.595,21.112,23.181,20.485,21.745,21.896,21.244,21.696,20.335,21.998,24.161,22.576,25.058,22.137,22.716,22.816,21.115,23.341,23.511,23.569,23.598,22.874,23.066,23.271,21.726,20.731,23.82,21.455,20.227,18.811,20.227,22.038,21.26,24.234,23.903,22.445,21.853,21.903,21.655,20.97,23.362,23.836,22.323,21.327,22.28,20.505,22.236,24.355,22.141,21.34,24.003,21.998,22.131,23.565,20.771,20.878,24.497,22.074,24.662,23.341,20.327,20.374,23.896,22.713,23.341,22.093,20.22,21.097,22.724,21.736,23.062,22.565,20.691,20.632,21.755,23.034,21.745,22.06,20.264,23.382,24.464,22.001,20.168,20.073,20.321,21.821,22.888,20.335,23.642,23.7,22.651,23.849,21.667,22.001,22.674,24.774,21.768,21.145,21.76,21.697,21.497,21.612,23.026,23.451,19.807,21.244,21.494,20.977,21.488,23.087,23.178,23.392,24.466,23.911,21.7,23.493,23.087,21.696,22.484,23.908,24.621,23.034,23.328,23.172,22.737,24.704,21.403,20.98,22.761,22.389,23.908,22.141,21.896,23.518,23.82,21.58,22.14,21.9,21.28,21.748,23.9,24.745,22.074,24.354,20.44,17.511,21.611,21.237,24.356,20.534,24.703,21.105
24.049,22.671,20.227,23.087,21.845,20.495,20.933,23.348,22.479,22.034,23.737,21.821,19.866,20.724,21.607,23.341,23.9,23.815,23.192,20.226,24.676,24.587,22.03,20.335,23.172,23.077,24.394,23.345,24.112,21.079,21.818,22.043,24.76,22.203,22.888,22.884,21.846,21.874,23.062,20.731,23.345,24.51,24.755,22.276,23.797,21.825,21.603,23.175,21.492,22.322,21.915,23.274,22.648,23.541,21.657,24.465,23.569,21.455,22.1,21.767,22.964,24.758,22.389,21.274,22.372,23.845,22.069,22.249,22.046,21.744,24.049,23.598,22.451,21.696,22.576,21.812,23.905,20.98,22.373,24.706,23.414,19.821,22.369,22.228,23.518,21.115,21.821,22.846,22.141,22.205,21.277,21.998,22.105,23.604,20.98,21.5,21.486,21.611,20.895,20.803,21.573,21.861,19.846,23.169,22.445,20.335,23.068,22.041,20.597,24.205,22.837,23.987,20.328,22.28,22.1,22.033,21.744,22.647,24.286,19.881,20.318,19.827,23.229,23.337,20.89,22.558,23.541,21.455,23.537,23.641,20.531,22.073,22.887,23.388,22.093,20.891,21.562,22.883,20.332,22.137,21.846,22.246,20.632,21.331,22.074,23.362,22.06,23.342,22.097,21.899,20.886,21.666,20.505,22.073,19.881,20.644,22.037,23.063,23.381,24.591,22.483,19.445,20.375,20.886,23.511,20.694,21.915,23.195,22.456,24.746,22.768,21.741,23.005,21.812,23.934,21.327,22.071,23.884,21.497,20.495,20.493,21.456,20.842,22.065,21.657,21.735,24.677,22.895,23.655,24.933,20.172,22.28,22.115,18.738,21.693,23.537,20.804,20.973,24.506,22.046,23.863,23.569,24.177,23.82,21.824,19.836,22.037,22.144,22.384,21.451,23.171,21.611,19.88,19.958,23.664,21.5,20.887,21.85,18.817,23.063,20.645
22.141,21.233,20.645,24.481,23.665,23.816,22.459,23.505,22.576,22.891,23.381,23.178,22.141,21.4,24.822,21.403,23.166,22.033,23.718,21.824,22.38,24.587,21.76,22.065,24.351,24.889,21.452,21.407,22.764,23.651,23.411,23.275,22.28,24.822,21.493,22.097,21.808,23.812,23.358,20.887,21.67,23.541,22.884,20.327,22.447,23.655,21.603,22.249,24.657,23.001,21.403,21.329,24.003,21.824,23.328,22.455,20.055,23.645,22.037,24.252,22.114,23.345,19.445,23.49,22.876,24.227,21.811,22.483,21.5,22.07,21.877,21.824,20.637,22.372,25.08,23.614,21.696,23.599,22.07,23.281,23.192,23.7,23.61,23.521,23.518,22.968,21.734,21.82,24.205,23.648,21.277,23.066,22.874,21.657,20.645,20.98,25.107,21.204,20.895,20.227,22.842,24.646,22.182,22.941,22.708,22.524,22.031,20.221,20.064,23.569,22.837,23.116,22.093,24.161,20.335,24.667,23.414,21.849,22.279,24.888,20.332,23.077,22.76,20.26,22.039,24.112,23.741,23.178,22.832,22.301,20.374,25.11,21.406,21.607,20.22,22.04,24.844,21.488,22.569,23.496,21.741,18.477,20.595,24.789,20.335,22.943,20.046,23.178,22.141,24.464,23.345,22.71,24.053,22.483,22.576,22.145,20.335,21.284,21.496,22.205,24.098,21.287,22.58,18.738,22.763,23.496,23.447,22.76,21.697,21.897,20.645,22.318,23.451,24.755,22.936,22.998,21.404,23.353,21.287,21.703,20.493,21.667,22.076,20.98,22.034,24.507,22.07,23.196,21.748,24.181,22.001,23.171,24.677,20.335,22.874,23.192,21.46,22.822,21.735,24.928,22.671,22.069,23.518,23.203,24.159,22.14,20.898,22.1,20.644,21.492,23.719,21.5,22.731,21.61,21.227,22.604,21.582,23.172,20.61,21.337,20.531
23.192,24.356,23.345,21.34,23.337,21.583,20.933,22.208,23.719,21.496,21.486,21.735,21.607,21.4,22.322,23.846,23.507,25.079,23.341,22.835,21.486,22.52,23.358,21.204,21.822,21.693,24.24,21.344,21.497,23.651,24.046,21.234,24.76,21.85,22.73,21.33,23.338,21.817,24.201,20.731,24.209,23.083,25.003,22.843,21.496,20.791,22.065,20.644,23.514,23.499,21.878,19.821,20.489,21.852,22.568,19.699,23.669,19.637,21.738,23.937,24.642,23.277,21.696,21.274,22.38,22.034,22.069,21.853,24.758,21.735,21.821,21.67,22.093,24.831,23.341,21.812,21.233,20.375,23.986,21.34,24.049,22.141,20.599,23.482,24.778,18.814,21.496,22.201,25.319,19.824,21.487,23.066,21.568,23.245,21.671,20.493,21.764,20.227,22.07,22.065,21.573,23.496,22.743,21.875,23.028,23.345,21.732,21.285,20.064,23.81,24.696,23.116,20.832,21.696,20.933,23.641,23.845,22.647,23.447,24.481,20.976,21.445,23.565,20.771,23.565,24.864,20.531,24.662,24.243,20.26,21.29,23.495,22.887,23.361,21.493,22.452,22.054,19.813,20.438,23.86,24.223,22.456,22.237,23.224,21.816,23.362,23.806,20.835,22.832,22.037,20.607,22.07,23.541,23.392,22.372,21.825,23.522,23.063,20.331,21.738,20.073,24.874,20.268,23.704,24.111,22.1,19.7,21.604,24.414,22.097,20.506,23.195,23.258,23.254,23.234,23.063,21.578,24.879,21.456,22.74,23.366,22.043,22.004,23.573,21.287,21.607,22.935,20.335,20.839,22.249,22.001,19.822,23.275,21.853,23.984,21.496,23.655,23.509,22.141,21.699,22.671,24.088,21.329,20.933,22.392,23.447,23.741,20.505,20.839,24.658,23.171,23.418,24.354,22.384,22.841,21.5,22.652,21.696,20.338,21.273,23.278
24.049,24.049,20.531,21.34,21.662,18.892,20.803,23.852,23.81,21.696,21.821,23.986,23.381,21.761,21.696,23.381,22.029,23.446,22.964,22.073,23.065,21.496,20.052,20.335,21.667,21.493,22.276,21.291,23.67,23.116,23.076,23.512,21.735,21.85,23.23,21.486,23.806,24.663,23.195,22.947,24.209,24.092,23.233,20.498,21.496,21.291,24.2,20.898,22.029,23.845,22.141,23.274,20.182,22.736,21.696,21.329,21.763,22.034,23.943,21.611,21.696,21.67,21.496,21.165,22.069,22.71,23.274,22.206,22.001,21.764,23.537,23.202,23.534,21.577,23.341,21.577,21.811,21.768,23.414,22.245,23.03,23.178,21.911,23.07,25.111,21.104,23.644,24.506,22.141,22.046,21.476,23.342,19.871,23.977,20.694,20.731,21.745,22.737,22.569,20.531,22.842,21.747,22.05,20.262,24.247,20.779,21.391,21.762,23.228,23.362,22.235,22.115,22.199,22.936,20.505,21.686,23.253,25.151,22.245,21.145,22.115,24.33,21.399,22.828,21.325,21.686,22.675,22.246,21.486,22.872,21.204,21.88,24.863,23.281,23.89,23.566,21.097,23.266,23.193,23.566,21.483,20.895,20.519,23.836,23.034,23.362,21.811,20.318,23.816,22.674,20.886,22.07,22.459,21.748,25.08,21.825,22.483,21.846,23.274,23.673,22.037,23.737,22.969,21.881,21.914,20.779,24.156,21.846,23.816,22.203,21.501,21.493,24.485,21.497,24.779,24.091,22.609,21.989,23.199,22.486,22.828,21.667,20.696,23.82,22.034,23.001,21.849,22.484,20.227,23.119,20.505,24.507,23.275,23.175,21.875,19.821,22.31,21.453,21.244,23.521,21.696,22.824,22.061,21.5,22.88,22.576,22.459,20.531,22.118,23.276,21.486,24.231,22.201,22.384,23.248,23.069,20.186,22.965,20.534,21.742,22.002
22.141,22.114,20.731,22.6,21.73,20.377,21.333,21.663,22.38,23.341,21.577,23.67,21.403,20.486,19.637,23.499,21.572,21.34,24.985,23.648,23.537,23.669,20.687,20.779,21.244,21.732,23.812,22.58,21.404,23.651,23.168,21.33,22.28,21.234,23.027,23.519,24.889,22.961,23.23,20.186,22.001,24.359,21.812,21.283,21.821,23.203,23.859,22.073,22.54,23.361,21.696,21.329,18.656,21.748,21.735,21.764,21.1,21.101,24.763,21.881,23.934,22.001,23.341,21.242,22.763,22.71,24.227,20.492,21.5,19.821,24.35,22.611,20.972,19.558,24.522,24.211,22.608,20.506,23.414,24.161,23.594,25.058,23.167,23.311,23.341,21.115,23.644,21.763,21.849,23.819,22.535,21.821,21.267,22.822,20.335,20.644,21.496,22.326,20.641,22.206,24.538,22.717,23.796,22.574,23.028,20.898,22.031,22.068,23.228,22.043,21.33,21.341,21.732,22.28,20.933,21.394,21.849,21.496,22.141,21.896,20.895,21.868,23.229,23.859,22.376,21.886,18.757,22.847,22.608,20.367,22.835,22.392,22.713,22.141,21.075,20.499,19.622,21.395,22.323,21.994,22.667,22.246,21.989,24.347,22.074,21.821,21.686,21.145,22.832,23.573,22.393,20.168,20.803,22.736,23.512,20.375,23.522,21.654,21.656,21.67,20.335,22.114,22.001,23.704,21.763,21.825,22.545,24.415,21.244,24.42,19.841,20.972,22.001,23.389,21.244,21.241,24.746,23.884,23.846,23.199,20.531,23.172,22.208,23.82,24.111,24.496,23.199,20.694,20.644,21.5,23.119,21.578,22.115,20.322,23.931,21.496,21.901,21.453,25.057,21.236,22.097,21.496,25.151,22.074,21.489,24.397,20.44,20.335,22.835,22.11,23.719,24.778,23.114,20.171,22.539,21.67,20.074,19.822,20.61,22.031,20.645
19.866,24.356,21.7,24.177,25.107,23.518,20.335,22.395,21.666,19.954,21.915,21.496,21.34,22.04,21.696,23.846,19.95,20.055,21.696,21.815,23.065,21.496,22.242,20.506,24.287,19.863,21.741,21.581,23.362,21.764,23.411,21.33,22.141,22.448,21.197,21.33,21.663,23.495,21.164,23.005,24.484,23.278,24.003,18.863,23.939,22.309,24.476,18.66,19.695,21.607,24.481,23.905,21.607,22.674,25.107,21.244,23.569,22.245,23.598,22.895,23.65,21.343,23.254,23.932,24.754,23.199,23.569,20.779,21.344,21.496,21.607,21.853,21.482,21.745,22.576,21.812,23.499,23.82,21.896,21.85,21.915,23.518,22.276,24.094,24.088,20.693,25.129,21.734,21.666,22.767,21.657,21.745,21.331,21.331,22.895,20.644,24.466,21.611,22.847,22.065,23.565,19.865,23.321,23.903,22.139,20.335,23.632,22.941,23.024,21.607,23.502,21.735,20.784,21.735,22.969,23.528,23.518,24.178,21.577,21.145,20.332,23.105,22.137,22.241,22.451,22.362,22.675,24.707,21.496,20.795,23.237,21.699,23.257,21.34,21.164,20.891,21.748,20.967,23.5,23.566,22.066,22.035,23.484,23.585,20.074,22.097,21.84,23.178,23.274,24.758,22.393,24.582,22.651,20.335,24.542,23.418,20.321,21.654,21.821,21.499,19.108,22.043,21.5,22.458,21.734,23.496,23.382,22.729,22.877,23.57,21.501,22.093,24.783,21.812,21.667,21.284,21.404,24.879,21.287,20.782,20.227,19.379,18.76,18.601,21.33,21.496,23.388,22.484,21.748,21.611,20.98,24.351,22.824,22.038,22.73,19.821,20.899,21.338,22.141,24.928,21.403,21.696,22.061,23.704,23.654,22.033,20.531,20.779,20.505,22.666,23.645,20.059,21.694,18.87,22.841,23.522,20.227,23.342,23.094,23.077,21.105
